EHPAD de Kervenanec;80;1 place Pomel;56100;LORIENT;02 97 88 29 40;ehpad.kervenanec@mairie-lorient.fr
EHPAD de Betharram;36;1 Place Saint Michel Garicoits;64800;LESTELLE BETHARRAM;05 59 71 93 41;finances@association-saint-joseph.fr
EHPAD Les Hauts de Maine;41;1 Promenade de la Sarthe;49000;ECOUFLANT;02 41 32 40 40;ehpad.ecouflant@hauts-de-maine.fr
EHPAD Les berges de l'Ehn;75;1 rem Monseigneur Caspar BP 201;67210;OBERNAI;03 88 95 14 18;direction@ghso.fr
EHPAD Louis Crosnier;70;1 Route de la Tranche sur Mer;85750;ANGLES;02 51 97 52 70;gmege@louiscrosnier.fr
EHPAD Le Bourg Joly;81;1 Route de Maze (Saint-Mathurin-sur-Loire) ST MATHURIN SUR LOIRE;49250;ST MATHURIN SUR LOIRE;02 41 79 55 00;accueil@mrstmathurin.fr
EHPAD La Sagesse;168;1 route de Roger BP 51;85290;ST LAURENT SUR SEVRE;02 51 64 38 09;accueil@ehpadsagesse85.fr
EHPAD Korian Clairefontaine;80;1 Route de Sonchamp;78120;CLAIREFONTAINE EN YVELINES;01 34 94 50 00;korian.clairefontaine@korian.fr
Maison de retraite Protestante de la Muette;98;1 rue émile-de-Bary;68500;GUEBWILLER;03 89 76 91 52;accueil.leserables@ch-guebwiller.fr
EHPAD Le Foulon;90;1 Rue Alfred Marchand;72400;LA FERTE BERNARD;02 43 93 12 05;accueil.lefoulon@groupecolisee.com
EHPAD Villa Baucis;86;1 rue Alphonse-Daudet;11600;VILLALIER;04 68 10 57 00;viaminerva@viasante.fr
EHPAD Les Tournants des saisons;103;1 rue Bellevue;1100;OYONNAX;04 74 73 10 01;secretariatdir@ch-hautbugey.fr
EHPAD Les Myosotis;30;1 rue Calmette;57200;SARREGUEMINES;03 87 27 98 00;danielle.charon@chs-sarreguemines.fr
EHPAD LA CHAPELAUDE;68;1 Rue Camille Parot;23000;LA CHAPELLE TAILLEFERT;05 55 52 24 44;accueil@ehpad-lachapelaude.fr
EHPAD Orpea Hirson;88;1 rue Camille-Desmoulins;2500;HIRSON;03 23 58 31 00;hirson@orpea.net
EHPAD Pernet du Centre hospitalier de Louhans;78;1 Rue Capitaine Vic;71500;LOUHANS;03 85 76 31 00;hopital.louhans@ch-louhans.fr
EHPAD Casa Serena;65;1 rue Casanova D'Aracciani BP 38;20110;PROPRIANO;04 95 76 02 52;adesscase@wanadoo.fr
EHPAD du Bon accueil;87;1 rue Curie;62172;BOUVIGNY BOYEFFLES;03 21 29 11 48;ehpadbouvigny@vieactive.asso.fr
EHPAD Les Champs Bleus;74;1 rue de Belle-éle;35132;VEZIN LE COQUET;02 90 02 38 00;champsbleus@cias-ouest-rennes.fr
EHPAD de Blon;61;1 rue de Blon;14500;VIRE;02 31 66 38 00;vau@acisfrance.net
EHPAD écho d'Antan;89;1 rue de l'église;18160;CHEZAL BENOIT;02 48 63 83 80;secretariat.ehpad.chezal@ch-george-sand.fr
EHPAD La campagnarde;82;1 rue de la Campagnarde BP 49;41600;LAMOTTE BEUVRON;02 54 95 51 51;directioncampagnarde@orange.fr
EHPAD La Maison Russe;80;1 Rue de la Cossonerie;91700;STE GENEVIEVE DES BOIS;01 69 46 85 00;maisonrusse@gmail.com
EHPAD -EPMS de Condé-en-Brie;15;1 Rue de la Creuse;2330;CONDE EN BRIE;03 23 82 53 80;contact@carct.fr
EHPAD Korian Le Gétinais;85;1 Rue de la Ferte Alais LA BRENEE;91720;MAISSE;01 64 99 51 71;korian.legatinais@korian.fr
EHPAD Varennes de Loire;66;1 Rue de la Fontaine;44660;ROUGE;02 40 28 72 42;accueil@residencevaldebrutz.fr
EHPAD Le Clos du Moulin;82;1 rue de la Galerne;44450;LA CHAPELLE BASSE MER;02 40 33 32 80;clos.moulin@wanadoo.fr
EHPAD Louis Taurant;105;1 rue de la Jordanne;15000;AURILLAC;04 71 64 28 00;jordanne@mairie-aurillac.fr
EHPAD Groisne Constance;84;1 rue de la Mairie;63350;CULHAT;04 73 70 23 55;ehpadculhat@gmail.com
EHPAD Saint-Vincent-de-Paul;145;1 rue de la Maladrerie;2550;ORIGNY EN THIERACHE;03 23 91 32 00;mr.stvincent@mr-stvincent.fr
EHPAD Saint-Charles;82;1 Rue de la Meignanne;49000;ANGERS;02 41 48 00 33;direction.saintcharles@anjou-mr.org
EHPAD Sainte-élisabeth;60;1 Rue de la Moselle;57970;ILLANGE;03 82 59 67 20;patrick.lstiburek@ste-elisabeth.fr
EHPAD COS Saint-Roch;124;1 Rue de la Petite Vitesse;84000;AVIGNON;04 90 16 71 00;stroch@cos-asso.org
EHPAD Les hauts de l'Aure;84;1 rue de la Pigache;14400;ST VIGOR LE GRAND;02 31 51 93 78;les-hauts-de-laure@les-matines.fr
EHPAD - Site Home du Florimont;69;1 Rue de la Promenade;68040;INGERSHEIM;03 89 21 28 00;direction-colmar@diaconat-mulhouse.fr
EHPAD petit Pierre - Site de Jargeau;60;1 rue de la Raguenelle;45150;JARGEAU;02 38 51 54 60;accueilehpadpetitpierre@orange.fr
EHPAD Fleurs d'Automne;79;1 rue de la Soie;69150;DECINES CHARPIEU;04 72 02 64 64;fleursdautomne@apeb.fr
EHPAD public Hubert Lalanne;33;1 rue de la Victoire;33730;PRECHAC;05 24 05 00 05;accueil@mrprechac.fr
EHPAD du Steir;76;1 rue de Lamdibilic;29180;PLOGONNEC;02 98 91 80 90;ehpad.plogonnec@quimper-bretagne-occidentale.bzh
EHPAD Les Perce Neige;64;1 Rue de Lauterecken;21540;SOMBERNON;03 80 33 41 44;les-perce-neige@mfbssam.fr
EHPAD La Chesnaye;60;1 rue de l'Etang;3360;ST BONNET TRONCAIS;04 70 06 14 06;lachesnaye@wanadoo.fr
EHPAD Pierre Comby;81;1 rue de l'Hospice;77540;ROZAY EN BRIE;01 64 25 60 24;directiomme@wanadoo.fr
EHPAD Korian Les Bords de l'Isle;67;1 rue de l'Isle;24750;TRELISSAC;05 53 02 22 00;celia.ragot@korian.fr
EHPAD Cantou des Jardins Longchaumois;21;1 rue de Reisse;39400;LONGCHAUMOIS;03 84 60 67 65;longchaumois@cantouhautjura.com
EHPAD Le Parc et l'Ostal de Garona;40;1 rue des écoles;82700;MONTECH;05 63 27 52 00;ehpadleparc@maisons-retraites.eu
EHPAD Le Parc et l'Oustal de Garona;152;1 rue des écoles;82700;MONTECH;05 63 27 52 00;ehpadleparc@maisons-retraites.eu
EHPAD de Woerth;60;1 Rue des Aulnes;67360;WOERTH;03 88 54 11 86;pole.geriatrie@ch-wissembourg.fr
EHPAD Les Jardins de Saintonge;83;1 Rue des Brunettes;17240;ST GENIS DE SAINTONGE;05 46 49 86 38;jardins-st-genis@domusvi.com
EHPAD Le Lacydon;55;1 Rue des Convalescents;13001;MARSEILLE;04 91 99 89 00;ets.lelacydon@entraide.asso.fr
EHPAD Les Arcades;72;1 rue des Couteliers;81110;DOURGNE;05 63 50 31 37;mr.lesarcades@wanadoo.fr
EHPAD La Filandiére;90;1 Rue des Maraéchers;27000;EVREUX;02 32 29 14 14;ccas.mairie@evreux.fr
Les boutons d'or;80;1 rue des Marronniers;63360;GERZAT;04 73 14 59 09;gerzat@adefresidences.com
EHPAD Les Opalines d'Athis;84;1 rue des Saules Bertin;51150;ATHIS;03 26 57 62 26;opalines-athis@orange.fr
La Maison des Arbousiers;102;1 Rue des Tybilles;92190;MEUDON;01 46 23 27 00;reception.lestybilles@korian.fr
EHPAD Harriola;54;1 Rue d'Etcherouty;64990;ST PIERRE D IRUBE;05 59 44 27 00;accueil-harriola@adapa-cotebasque.org
EHPAD L'Ouche des Carmes;45;1 Rue du 19 Mars 1962;17470;AULNAY;05 46 33 18 71;accueil.ouchedescarmes@orange.fr
EHPAD foyer logement Louis Gautier;60;1 rue du 19-Mars-1962;22100;LANVALLAY;02 96 39 38 29;foyer.logement.lanvallay@wanadoo.fr
EHPAD Le Beau site - Clecy;40;1 Rue du Beau Site;14570;CLECY;02 31 69 70 80;les3sites@orange.fr
EHPAD Korian Les Jardins du Charmois ;85;1 Rue du Charmois;54500;VANDOEUVRE LES NANCY;03 83 97 45 50;korian.jardinsducharmois@korian.fr
EHPAD Le Bourgenay;70;1 rue du Chenal;85100;LES SABLES D OLONNE;02 51 96 88 89;jeanne-marie.murs@korian.fr
EHPAD maison des anciens;102;1 Rue du Cotentin;38130;ECHIROLLES;04 76 09 10 36;lamaisondesanciens@acppa.fr
EHPAD Korian Les Annabelles;99;1 rue du Diapason;69003;LYON;04 78 60 23 23;korian.lesannabelles@korian.fr
EHPAD La Maison des Acacias;87;1 rue du Docteur Caillard;60130;ST JUST EN CHAUSSEE;03 44 51 56 60;saintjust@adefresidences.com
EHPAD du Centre hospitalier Ferdinand Grall;290;1 Rue du Docteur Pouliquen;29800;LANDERNEAU;02 98 21 80 50;accueil.ehpad@hopital-landerneau.fr
EHPAD La maison du Coudrier;100;1 rue du Docteur Robert Capa;14111;LOUVIGNY;02 31 06 21 80;louvigny@adefresidences.com
EHPAD de Moze;80;1 Rue du Docteur Tourasse;7320;ST AGREVE;04 75 30 39 00;ch.st.agreve@wanadoo.fr
Le printania;75;1 rue du Docteur-Delafontaine;93200;ST DENIS;01 42 35 69 40;saintdenis1@adefresidences.com 
EHPAD Marylise;90;1 rue du Docteur-Jules-Giraud;13011;MARSEILLE;04 91 44 82 50;ets.marylise@entraide.asso.fr
EHPAD Sainte-Sophie;43;1 Rue du Drillais;85130;LA GAUBRETIERE;02 51 91 04 81;ehpadstesophie@stjosephstesophie.fr
EHPAD Les sentiers de Ravenne;87;1 rue du Haut de Villers;54240;JOEUF;03 82 20 60 60;direction@ahj.fr
EHPAD Sainte-Marthe;85;1 Rue du Lieutenant Lebrun;93000;BOBIGNY;01 48 30 31 41;pauline.uzureau@vyv-care-idf.fr
EHPAD La Kissel;64;1 Rue du Pesch;57330;HETTANGE GRANDE;03 82 80 16 00;secretariat-kissel@groupe-sos.org
EHPAD Mathurin-Fouquet;72;1 rue du Petit-pont;77920;SAMOIS SUR SEINE;01 60 39 63 96;contact@ehpad-fouquet.fr
EHPAD éve;59;1 Rue du Point du Jour;60330;EVE;03 44 60 52 06;directionetadjointe@chateaudeve.fr
EHPAD Korian Les Ajoncs;67;1 Rue du Pre des Essarts;17170;BENON;05 46 35 22 00;korian.lesajoncs@korian.fr
EHPAD Le Bois Joli;90;1 rue du Regard;91350;GRIGNY;01 69 25 60 00;direction.leboisjoli@probonon.fr
EHPAD de Cuiseaux;72;1 rue du Repos;71480;CUISEAUX;03 85 72 72 48;mais.retraite.cuis@wanadoo.fr
EHPAD Saint-Antoine;60;1 Rue du Retable;68500;ISSENHEIM;03 89 62 27 00;contact.sta@ehpad-fpr.fr
EHPAD LES CEDRES ;54;1 rue du Rial;66730;SOURNIA;04 68 97 79 00;lescedres@vds-asso.fr
EHPAD du Rieu Parent;70;1 Rue du Rieu Parent;42440;NOIRETABLE;04 77 24 70 40;direction@ephad-noiretable.com
EHPAD Les Savarounes;119;1 Rue du Roc Blanc;63400;CHAMALIERES;04 73 31 76 00;contact@savarounes.fr
EHPAD Fondation Brothiers;68;1 Rue du Stade;79190;LIMALONGES;05 49 07 63 10;accueil@fondationbrothier.fr
EHPAD La Couronne Nersac Roullet;70;1 rue du Stade;16400;LA COURONNE;05 45 67 90 67;direction@ehpad-lacouronne.fr
EHPAD La Chaumiére;89;1 rue du Val-de-Kerbiler BP 10;56250;ELVEN;02 97 53 32 82;la-chaumiere-accueil@mrlachaumiere.fr
SARL La Pastourelle;24;1 rue Edouard-Herriot BP 100;59120;LOOS;03 20 07 71 91;res.salengro-loos@orange.fr
EHPAD La Tour de Pujols;80;1 rue Ernest-Lafont;47300;VILLENEUVE SUR LOT;05 53 49 70 00;villeneuve@orpea.net
EHPAD Les Terrasses de la rue Sauve;73;1 Rue Florian;30000;NIMES;04 66 62 54 54;secretariat@msprotestante.fr
EHPAD Saint-Jacques;96;1 Rue Fontaine des Mourgues;43170;SAUGUES;04 71 77 74 10;secretariat@ehpad-saugues.fr
EHPAD Les Glycines;58;1 rue Gaston-Chaissac;85170;ST DENIS LA CHEVASSE;02 51 41 43 02;fl.lesglycines@wanadoo.fr
EHPAD Vaux-de-Chaume;190;1 rue Georges-Brassens;28000;CHARTRES;02 37 30 30 30;dg@ch-chartres.fr
EHPAD Monconseil;90;1 Rue Héléne Lazaress;37000;TOURS;02 47 78 41 00;contact@ccas-tours.fr
EHPAD Panorama de Bigorre;70;1 rue Haulte Le Panorama-de-Bigorre;65700;CASTELNAU RIVIERE BASSE;05 62 31 96 09;ehpad@epas65.fr
EHPAD du Centre hospitalier de Commercy;138;1 rue Henri-Garnier CS 80107;55200;COMMERCY;03 29 91 63 00;sdir@ch-commercy.fr
EHPAD du Centre hospitalier de Pfastatt;110;1 rue Henri-Haeffely;68120;PFASTATT;03 89 52 80 38;direction@ch-pfastatt.fr
EHPAD Au bon accueil;51;1 rue Hippodrome;35750;IFFENDIC;02 99 09 76 30;mapa.iffendic@wanadoo.fr
EHPAD La Boisserie;90;1 rue Jacques-Frayer;45200;MONTARGIS;02 38 07 25 25;laboisserie@omeris.com
EHPAD Anne-de-Bretagne;87;1 Rue Jean Moulin;56850;CAUDAN;02 97 80 51 00;residence-anne-de-bretagne@wanadoo.fr
Maison de retraite Lamartine;100;1 Rue Jean Renaud Dandicolle;33000;BORDEAUX;05 56 99 43 43;korian.closserena@korian.fr
Maison Saint-Jean-Marie Vianney;92;1 rue Jean-Louis-Le-Goff;29790;PONT CROIX;02 98 70 46 33;mr.pontcroix@wanadoo.fr
EHPAD Jehan Rippert;83;1 Rue Jehan Rippert;84490;ST SATURNIN LES APT;04 90 75 41 10;accueil@residence-jrippert.fr
EHPAD Neuilly-Saint-Front;38;1 rue Joseph-Louer;2470;NEUILLY ST FRONT;03 23 71 04 32;ehpad.lestilleuls02@orange.fr
EHPAD Le Parc Albi;107;1 Rue Justin Alibert;81000;ALBI;05 63 54 15 08;contact@maisonderetraiteduparc.fr
EHPAD Mutualiste Kerguen;50;1 rue Kerguen-Van;22700;LOUANNEC;02 96 91 25 55;mutualite.retraite@mutualite22.fr
EHPAD Les Jardin de Matisse;110;1 rue Lebourg BP 90223;76120;LE GRAND QUEVILLY;02 35 69 66 33;accueil@lesjardinsmatisse.fr
EHPAD Villa Caudacienne;80;1 rue Leopold Mourier;95240;CORMEILLES EN PARISIS;01 34 50 11 11;accueil.cormeilles@villabeausoleil.com
EHPAD Claude Kelman;75;1 rue Madame-de-Sevigne;94000;CRETEIL;01 56 71 85 60;residence.kelman@casip-cojasor.fr
EHPAD Liancourt;199;1 rue Marcel-Cachin BP 9001;60140;LIANCOURT;03 44 73 02 27;maison.retraite.liancourt@orange.fr
EHPAD La Sumene;70;1 rue Mine;15210;YDES;04 71 40 89 00;sumene@cites-cantaliennes.fr
EHPAD Les Vignes;98;1 rue Morteau;8360;CHATEAU PORCIEN;03 24 72 80 42;accueil.lesvignes@ehpad-ardennes.fr
EHPAD de Tuchan;35;1 rue Neuve;11350;TUCHAN;04 68 70 67 65;direction@asm11.fr
EHPAD Saint-Sulpice;131;1 rue Notre-Dame;36500;BUZANCAIS;02 54 84 03 12;accueil@ch-buzancais.fr
EHPAD Notre-Dame du Bon Secours;82;1 rue Notre-Dame-du-Bon-Secours;49110;LE PIN EN MAUGES;02 41 70 00 19;accueil@mdrlepin.com
EHPAD  SAINT JEAN BAPTISTE DE LA SALLE;49;1 Rue Paul Vaillant Couturier;91200;ATHIS MONS;01 69 57 51 51;athisfec@free.fr
EHPAD Les Jardins de Thenon;43;1 Rue Pierre Loti;24210;THENON;05 53 06 64 30;marie-pierre.gil@ljdh-thenon.fr
EHPAD Ancien Couvent des Minimes;68;1 Rue Pierre Very;16390;AUBETERRE SUR DRONNE;05 45 98 50 27;administration@ehpad-aubeterre.fr
EHPAD Le Castelet;80;1 rue Pierre-Fons;31600;MURET;05 61 51 07 30;direction@ch-muret.fr
EHPAD Les Arcades;73;1 Rue Ponsard;21320;POUILLY EN AUXOIS;03 80 90 85 29;ehpad.lesarcades@ehpadlesarcades.fr
EHPAD La Tour de Heu;30;1 rue Porte Haute;57365;ENNERY;03 87 73 90 14;pre-vert.direction@amapa.fr
EHPAD RESIDENCE DE LA BELLE;106;1 Rue Raymond Boucharel;24340;MAREUIL;05 53 60 62 00;direction@ehpadmareuil.fr
EHPAD Partage Les Opalines;75;1 Rue Rivoire Villemagne;42420;LORETTE;04 77 20 01 28;opalines-lorette@lesopalines.fr
EHPAD L'Ostal;39;1 Rue Roger Lacombe;9350;DAUMAZAN SUR ARIZE;05 61 60 98 20;accueil.ostal@goyheneche.asso.fr
EHPAD La Maison de Clervant Association fondation Bompard;71;1 Rue Roger Mazauric;57530;COURCELLES CHAUSSY;03 87 64 20 20;ehpad-clervant@fondationbompard.asso.fr
EHPAD Delante;77;1 Rue Roland Chartrain;72110;NOGENT LE BERNARD;02 43 52 12 52;secretariat@ehpad-delante.fr
EHPAD Yvonne de Gaulle;60;1 rue Rose-Giet;49310;LA SALLE DE VIHIERS;02 41 49 03 30;direction@v-ensemble.org
EHPAD Faux-Bourg Saint-Adrien;88;1 rue Saint-Adrien;31230;L ISLE EN DODON;05 61 94 10 80;maison.retraite.isle-en-dodon@wanadoo.fr
EHPAD Adindunen Egoitza;58;1 rue Sainte-Eulalie;64220;ST JEAN PIED DE PORT;05 59 37 06 77;adindunen@wanadoo.fr
EHPAD du Centre Hospitalier de Thann;78;1 rue Saint-Jacques BP 40088;68800;THANN;03 89 37 71 00;accueil@ch-thann.fr
Maison de retraite Saint-Charles;13;1 rue Saint-Waast;59292;ST HILAIRE LEZ CAMBRAI;03 27 37 12 08;mdr.desainthilaire@wanadoo.fr
Maison de retraite Jeanne Penent;112;1 rue Scarron;92260;FONTENAY AUX ROSES;01 41 13 09 70;mdr-parc@orange.fr
EHPAD Les amandines;85;1 rue Soeur Bouvier;69005;LYON;04 72 38 61 00;lesamandines@acppa.fr
EHPAD Léon Burckel;116;1 Rue Verrier Lebel;80000;AMIENS;03 22 43 25 12;leonburckel@epmsa-amiens.fr
EHPAD L'Automne;106;1 Rue Victor Hugo;44550;MONTOIR DE BRETAGNE;02 40 45 46 47;resid.automne@asso-automne.fr
EHPAD File étoupe;94;1 square Thibault-File-étoupe BP 40069;91310;MONTLHERY;01 69 80 41 41;mr.filetoupe@wanadoo.fr
EHPAD Villa Beau Soleil;81;10 avenue de la Déclaration-des-droits-de-l'Homme;66240;ST ESTEVE;04 68 38 76 00;accueil.viasenior@viasante.fr
EHPAD La Soubeyrane;48;10 Avenue Docteur Emmanuel Agostini;13260;CASSIS;04 42 01 97 97;direction@ehpad-cassis.fr
EHPAD Villa Saint Joseph;17;10 Avenue Jules Janin;75016;PARIS;01 40 72 24 30;secretariat@villa-jules-janin.com
EHPAD Raymond Thomas Rennes;82;10 Avenue Sir Winston Churchill;35000;RENNES;02 23 46 44 10;dpag-thomas@ccasrennes.fr
EHPAD Les Jardins d'Iroise de Mazingarbe;82;10 boulevard émile-Basly;62670;MAZINGARBE;03 21 45 35 00;direction.mazingarbe@sgmr-ouest.com
EHPAD Le Ciste Association HD2A;76;10 Boulevard Sylvestre Marcaggi;20000;AJACCIO;04 95 51 88 00;dg@hd2a.com
EHPAD Le Versailles Normand;59;10 chemin de la Planque-Saint-Jean;50700;VALOGNES;02 33 40 25 25;mapad.vn@wanadoo.fr
EHPAD Les Foyers;132;10 Chemin du Tael;64140;LONS;05 59 80 59 80;ehpad.lesfoyers@johnbost.fr
EHPAD L'Alexandra;47;10 chemin Pierre-Vezzoso;83190;OLLIOULES;04 94 63 43 85;contact@lalexandra.fr
EHPAD Sainte-Marie;77;10 Grand Rue;16150;ETAGNAC;05 45 89 21 17;secretariat-maison-sainte-marie@groupe-sos.org
EHPAD Coat Kerhuel;61;10 impasse de la Lande;29500;ERGUE GABERIC;02 98 66 62 98;direct.ehpad.ergue@coatkerhuel.bzh
EHPAD Sainte-Bernadette;66;10 place Saint-Denis;10000;TROYES;03 25 80 40 00;sainte.bernadette10@yahoo.fr
EHPAD Saint-Paul;52;10 route nationale;43200;ST MAURICE DE LIGNON;04 71 65 30 16;mr-st-maurice@orange.fr
EHPAD La Tourmaline;60;10 rue Alban-Fagot;38500;VOIRON;04 76 67 27 67;latourmaline@ville-voiron.fr
EHPAD Ornano - Résidence Les Intemporelles;130;10 Rue Baudelique;75018;PARIS;01 85 53 23 40;ornano-paris@domusvi.com
EHPAD Bel Orient;50;10 rue Bel-Orient;22960;PLEDRAN;02 96 64 33 76;accueil.ehpad@ville-pledran.fr
EHPAD de Roubaix;80;10 Rue Dampierre;59100;ROUBAIX;03 20 75 41 40;residence.dampierre.ug-hdf@ugecam.assurance-maladie.fr
EHPAD Les Jardins de Jouvence;122;10 rue de Berne-Lagarde;81000;ALBI;05 63 48 65 65;albi@orpea.net
EHPAD Les Opalines;79;10 Rue de Clairvans;39380;CHAMBLAY;03 84 37 70 88;opalines-chamblay@lesopalines.fr
